id,name,skin,ingredients,price
2078,Hydra Boost 135,Madura,"Retinol, Manteca de Karité",49.73
2079,Daily Moist 67,Mixta,"Aloe Vera, Ácido Hialurónico, Peptidos, Aceite de Jojoba",130.21
2080,RegenX 213,Normal,"Vitamina C, Ceramidas, Ácido Láctico, Ácido Hialurónico",91.91
2081,DermaFix 247,Acneica,"Aloe Vera, Urea, Ácido Salicílico",156.17
2082,Radiant Day 246,Seca,"Niacinamida, Glicerina",118.25
2083,AcneFree 129,Todo tipo,"Glicerina, Vitamina C",188.29
2084,BrightFix 57,Sensible,"Pantenol, Ácido Salicílico",179.96
2085,BrightFix 222,Sensible,"Avena Coloidal, Peptidos",133.61
2086,NutriGlow 91,Sensible,"Peptidos, Urea",108.06
2087,Hydra Boost 15,Grasa,"Ceramidas, Ácido Láctico, Niacinamida, Avena Coloidal",55.06
2088,SunShield 64,Madura,"Ceramidas, Aloe Vera, Ácido Ferúlico",190.01
2089,Daily Moist 23,Sensible,"Avena Coloidal, Retinol",137.93
2090,Clear Skin 65,Madura,"Vitamina C, Extracto de Té Verde, Zinc",72.35
2091,DermaFix 17,Todo tipo,"Ceramidas, Ácido Salicílico",197.39
2092,Silky Touch 104,Normal,"Ácido Láctico, Ácido Salicílico",52.73
2093,DermaFix 58,Grasa,"Extracto de Té Verde, Ácido Láctico, Pantenol, Aloe Vera",5.35
2094,NightCare 180,Mixta,"Zinc, Urea, Ceramidas, Peptidos",119.79
2095,Clear Skin 137,Sensible,"Niacinamida, Aloe Vera",157.8
2096,Aqua Balm 265,Todo tipo,"Agua Termal, Ácido Láctico, Retinol",20.63
2097,SkinPure 272,Todo tipo,"Manteca de Karité, Ácido Salicílico",43.08
2098,BrightFix 157,Sensible,"Aloe Vera, Ácido Láctico, Agua Termal, Niacinamida",179.84
2099,DermaFix 245,Seca,"Retinol, Ácido Salicílico",42.49
2100,Fresh Dew 180,Todo tipo,"Urea, Zinc, Ácido Hialurónico",169.07
2101,Daily Moist 234,Madura,"Vitamina C, Ácido Láctico, Glicerina, Aloe Vera",168.74
2102,Silky Touch 230,Seca,"Zinc, Niacinamida, Aceite de Jojoba, Extracto de Té Verde",30.66
2103,CeraPlus 102,Normal,"Pantenol, Ácido Salicílico, Extracto de Té Verde, Zinc",157.29
2104,RegenX 284,Seca,"Peptidos, Pantenol",182.35
2105,Aqua Balm 274,Grasa,"Avena Coloidal, Zinc, Extracto de Té Verde, Agua Termal",30.97
2106,Fresh Dew 171,Madura,"Aceite de Jojoba, Ácido Láctico, Aloe Vera",98.07
2107,SkinPure 51,Madura,"Ácido Hialurónico, Niacinamida, Agua Termal",30.92
2108,Daily Moist 248,Todo tipo,"Ácido Salicílico, Retinol, Glicerina, Ácido Hialurónico",131.24
2109,Silky Touch 266,Grasa,"Avena Coloidal, Vitamina C, Extracto de Té Verde",63.25
2110,Daily Moist 294,Mixta,"Glicerina, Urea, Extracto de Té Verde, Aceite de Jojoba",150.55
2111,CeraPlus 138,Normal,"Aceite de Jojoba, Aloe Vera, Ceramidas, Peptidos",187.15
2112,AgeDefy 128,Sensible,"Zinc, Urea, Retinol, Niacinamida",199.88
2113,Aqua Balm 10,Acneica,"Vitamina C, Retinol",13.65
2114,Hydra Boost 34,Seca,"Aloe Vera, Manteca de Karité, Extracto de Té Verde",28.97
2115,SkinPure 272,Sensible,"Avena Coloidal, Niacinamida, Ácido Ferúlico",21.83
2116,AcneFree 269,Acneica,"Pantenol, Agua Termal",88.47
2117,Fresh Dew 176,Grasa,"Niacinamida, Ácido Hialurónico",76.98
2118,Aqua Balm 12,Seca,"Ácido Hialurónico, Aloe Vera, Retinol, Aceite de Jojoba",48.51
2119,Hydra Boost 110,Normal,"Aloe Vera, Ácido Láctico",49.97
2120,BrightFix 253,Normal,"Extracto de Té Verde, Aloe Vera, Ácido Láctico, Niacinamida",20.85
2121,NightCare 80,Grasa,"Pantenol, Ácido Láctico, Aloe Vera",145.56
2122,Daily Moist 96,Grasa,"Ácido Láctico, Aloe Vera, Glicerina",6.56
2123,Silky Touch 123,Grasa,"Zinc, Extracto de Té Verde",35.57
2124,DermaFix 177,Mixta,"Urea, Ácido Ferúlico, Ácido Láctico",151.91
2125,CeraPlus 155,Normal,"Niacinamida, Avena Coloidal, Ácido Hialurónico, Urea",100.8
2126,Fresh Dew 256,Todo tipo,"Ácido Salicílico, Retinol, Extracto de Té Verde",11.95
2127,NightCare 28,Normal,"Extracto de Té Verde, Glicerina, Ácido Salicílico, Ácido Hialurónico",72.69
2128,AcneFree 84,Todo tipo,"Aceite de Jojoba, Pantenol",54.99
2129,Clear Skin 157,Mixta,"Pantenol, Urea, Manteca de Karité, Niacinamida",48.73
2130,Glow Serum 57,Normal,"Aloe Vera, Urea, Ácido Láctico",5.39
2131,Hydra Boost 65,Normal,"Aceite de Jojoba, Niacinamida",86.2
2132,Radiant Day 150,Todo tipo,"Aceite de Jojoba, Ácido Láctico",130.03
2133,Daily Moist 204,Grasa,"Aceite de Jojoba, Aloe Vera",196.03
2134,Aqua Balm 184,Acneica,"Peptidos, Avena Coloidal",9.38
2135,Glow Serum 227,Acneica,"Ácido Ferúlico, Retinol, Ceramidas",184.9
2136,UltraSmooth 212,Normal,"Retinol, Manteca de Karité, Aceite de Jojoba",106.14
2137,Silky Touch 164,Normal,"Peptidos, Retinol, Ácido Hialurónico, Ácido Salicílico",146.19
2138,NutriGlow 48,Grasa,"Manteca de Karité, Aloe Vera, Ácido Ferúlico, Agua Termal",145.22
2139,SkinPure 197,Mixta,"Retinol, Ceramidas, Agua Termal, Extracto de Té Verde",37.51
2140,Radiant Day 177,Sensible,"Avena Coloidal, Zinc, Aceite de Jojoba",176.53
2141,Daily Moist 279,Normal,"Ceramidas, Urea, Glicerina",155.48
2142,BrightFix 115,Seca,"Manteca de Karité, Zinc, Extracto de Té Verde",150.66
2143,Glow Serum 81,Todo tipo,"Extracto de Té Verde, Pantenol, Ácido Láctico",66.54
2144,Hydra Boost 39,Acneica,"Retinol, Pantenol, Ácido Salicílico",97.7
2145,Glow Serum 171,Normal,"Manteca de Karité, Ácido Salicílico, Urea, Pantenol",71.35
2146,Silky Touch 194,Mixta,"Ácido Hialurónico, Ácido Ferúlico",121.48
2147,Aqua Balm 214,Mixta,"Retinol, Aceite de Jojoba, Vitamina C",141.26
2148,SunShield 195,Sensible,"Ceramidas, Glicerina",69.38
2149,SkinPure 159,Todo tipo,"Peptidos, Ácido Salicílico, Ceramidas",16.81
2150,BrightFix 74,Sensible,"Aloe Vera, Niacinamida",162.85
2151,Fresh Dew 99,Todo tipo,"Ácido Salicílico, Ácido Láctico, Retinol",191.63
2152,NightCare 80,Mixta,"Ácido Hialurónico, Aceite de Jojoba, Ceramidas",178.38
2153,UltraSmooth 130,Grasa,"Peptidos, Vitamina C",126.51
2154,Daily Moist 272,Grasa,"Pantenol, Ácido Ferúlico, Manteca de Karité",157.82
2155,Fresh Dew 137,Normal,"Urea, Glicerina, Pantenol, Retinol",41.87
2156,SkinPure 286,Grasa,"Retinol, Zinc, Manteca de Karité, Ceramidas",167.04
2157,NightCare 129,Sensible,"Peptidos, Pantenol",165.26
2158,Daily Moist 15,Sensible,"Ácido Salicílico, Manteca de Karité, Ácido Ferúlico",139.06
2159,Clear Skin 75,Mixta,"Ceramidas, Avena Coloidal",55.9
2160,BrightFix 263,Seca,"Extracto de Té Verde, Glicerina",88.15
2161,CeraPlus 68,Acneica,"Zinc, Ácido Ferúlico",72.65
2162,SkinPure 22,Madura,"Manteca de Karité, Extracto de Té Verde, Ceramidas, Retinol",114.81
2163,Silky Touch 182,Normal,"Aceite de Jojoba, Peptidos, Vitamina C",154.82
2164,SkinPure 115,Grasa,"Zinc, Glicerina",42.97
2165,CeraPlus 7,Acneica,"Urea, Manteca de Karité",189.75
2166,AgeDefy 287,Todo tipo,"Ceramidas, Glicerina, Pantenol, Aceite de Jojoba",132.29
2167,Glow Serum 87,Seca,"Pantenol, Aloe Vera, Vitamina C, Zinc",34.66
2168,Daily Moist 84,Acneica,"Ácido Salicílico, Ceramidas, Glicerina, Aceite de Jojoba",28.62
2169,UltraSmooth 282,Seca,"Ácido Láctico, Aloe Vera, Aceite de Jojoba",118.11
2170,Hydra Boost 180,Todo tipo,"Peptidos, Niacinamida",160.09
2171,CeraPlus 43,Normal,"Ceramidas, Aloe Vera",191.43
2172,RegenX 199,Todo tipo,"Ácido Hialurónico, Agua Termal",18.17
2173,SunShield 178,Madura,"Ácido Hialurónico, Manteca de Karité, Urea, Pantenol",134.44
2174,DermaFix 284,Mixta,"Extracto de Té Verde, Zinc, Ácido Ferúlico",111.56
2175,Silky Touch 52,Madura,"Zinc, Ácido Hialurónico",39.5
2176,DermaFix 188,Mixta,"Ceramidas, Ácido Láctico, Avena Coloidal, Manteca de Karité",191.62
2177,Daily Moist 54,Seca,"Avena Coloidal, Peptidos, Ácido Hialurónico, Zinc",174.92
2178,Silky Touch 94,Seca,"Avena Coloidal, Manteca de Karité",24.24
2179,SkinPure 90,Mixta,"Manteca de Karité, Agua Termal, Ácido Láctico, Ácido Ferúlico",128.67
2180,Hydra Boost 66,Sensible,"Ácido Láctico, Retinol, Urea",16.7
2181,NightCare 24,Normal,"Manteca de Karité, Vitamina C, Peptidos",107.95
2182,AgeDefy 286,Acneica,"Vitamina C, Ceramidas, Extracto de Té Verde, Aloe Vera",56.84
2183,RegenX 237,Sensible,"Avena Coloidal, Vitamina C",178.64
2184,NightCare 183,Sensible,"Zinc, Vitamina C, Agua Termal",131.09
2185,OilControl 135,Acneica,"Ácido Láctico, Zinc, Agua Termal, Ácido Ferúlico",160.9
2186,AcneFree 280,Acneica,"Extracto de Té Verde, Vitamina C, Avena Coloidal, Ácido Salicílico",111.56
2187,BrightFix 84,Todo tipo,"Ácido Hialurónico, Aloe Vera",88.65
2188,Hydra Boost 241,Acneica,"Retinol, Avena Coloidal, Ácido Láctico",53.17
2189,RegenX 18,Acneica,"Ácido Ferúlico, Aloe Vera, Niacinamida",147.54
2190,NightCare 89,Normal,"Urea, Zinc",155.43
2191,SkinPure 26,Madura,"Agua Termal, Ácido Hialurónico, Extracto de Té Verde",187.69
2192,NutriGlow 296,Madura,"Urea, Ácido Láctico",102.21
2193,Aqua Balm 27,Normal,"Extracto de Té Verde, Ácido Láctico",31.04
2194,BrightFix 179,Seca,"Pantenol, Aceite de Jojoba, Ácido Láctico",84.11
2195,Silky Touch 162,Seca,"Avena Coloidal, Niacinamida, Zinc",190.64
2196,CeraPlus 161,Acneica,"Zinc, Extracto de Té Verde, Pantenol, Aloe Vera",194.14
2197,DermaFix 180,Todo tipo,"Aloe Vera, Ácido Láctico",89.28
2198,Hydra Boost 3,Todo tipo,"Vitamina C, Glicerina, Agua Termal, Peptidos",174.56
2199,Aqua Balm 97,Sensible,"Retinol, Zinc",50.28
2200,Daily Moist 53,Mixta,"Zinc, Ácido Ferúlico",112.08
2201,Daily Moist 14,Seca,"Ácido Ferúlico, Ácido Láctico",193.65
2202,Aqua Balm 166,Madura,"Glicerina, Ácido Ferúlico, Aceite de Jojoba, Pantenol",171.45
2203,SunShield 8,Grasa,"Manteca de Karité, Urea",59.37
2204,RegenX 6,Normal,"Ácido Hialurónico, Agua Termal, Retinol, Ácido Salicílico",164.4
2205,AgeDefy 158,Grasa,"Aloe Vera, Avena Coloidal, Ceramidas",68.9
2206,BrightFix 265,Mixta,"Manteca de Karité, Pantenol",105.2
2207,SkinPure 166,Normal,"Retinol, Aceite de Jojoba",135.54
2208,Aqua Balm 143,Sensible,"Ácido Ferúlico, Vitamina C, Aloe Vera",120.85
2209,Hydra Boost 2,Grasa,"Glicerina, Ácido Hialurónico, Aceite de Jojoba, Urea",19.58
2210,NutriGlow 138,Todo tipo,"Agua Termal, Urea",59.38
2211,DermaFix 64,Madura,"Ácido Salicílico, Avena Coloidal, Extracto de Té Verde, Ácido Hialurónico",101.46
2212,RegenX 115,Madura,"Manteca de Karité, Ácido Hialurónico",40.79
2213,CeraPlus 233,Sensible,"Aloe Vera, Niacinamida, Extracto de Té Verde",146.36
2214,SkinPure 99,Mixta,"Ácido Hialurónico, Urea",124.39
2215,Clear Skin 120,Sensible,"Peptidos, Glicerina, Ácido Ferúlico, Urea",69.27
2216,SunShield 44,Sensible,"Agua Termal, Vitamina C, Manteca de Karité",78.39
2217,NightCare 223,Mixta,"Niacinamida, Manteca de Karité, Vitamina C",108.14
2218,CeraPlus 233,Madura,"Glicerina, Vitamina C",75.28
2219,Glow Serum 1,Grasa,"Agua Termal, Urea",83.84
2220,BrightFix 46,Normal,"Retinol, Agua Termal",77.76
2221,RegenX 201,Sensible,"Zinc, Urea, Ácido Hialurónico, Agua Termal",84.6
2222,BrightFix 170,Grasa,"Glicerina, Ceramidas",53.31
2223,Radiant Day 81,Acneica,"Avena Coloidal, Manteca de Karité",144.28
2224,NutriGlow 10,Seca,"Zinc, Extracto de Té Verde, Urea",179.49
2225,Fresh Dew 286,Mixta,"Avena Coloidal, Extracto de Té Verde",111.06
2226,AcneFree 233,Grasa,"Extracto de Té Verde, Pantenol, Aloe Vera, Ácido Hialurónico",189.47
2227,Glow Serum 186,Mixta,"Ceramidas, Zinc, Ácido Ferúlico, Avena Coloidal",31.23
2228,BrightFix 295,Acneica,"Agua Termal, Retinol, Avena Coloidal",10.72
2229,AcneFree 159,Seca,"Aloe Vera, Aceite de Jojoba",91.18
2230,UltraSmooth 236,Todo tipo,"Extracto de Té Verde, Avena Coloidal",73.83
2231,NutriGlow 269,Grasa,"Ceramidas, Avena Coloidal, Urea, Retinol",110.61
2232,SkinPure 5,Normal,"Niacinamida, Ácido Ferúlico, Retinol, Pantenol",56.07
2233,NutriGlow 117,Normal,"Avena Coloidal, Manteca de Karité",142.94
2234,Fresh Dew 224,Mixta,"Glicerina, Aceite de Jojoba, Ácido Ferúlico, Zinc",30.92
2235,Aqua Balm 132,Acneica,"Peptidos, Pantenol, Aceite de Jojoba, Extracto de Té Verde",170.64
2236,Hydra Boost 162,Seca,"Avena Coloidal, Vitamina C, Pantenol, Aceite de Jojoba",82.6
2237,Daily Moist 246,Sensible,"Zinc, Niacinamida",157.74
2238,Glow Serum 220,Grasa,"Avena Coloidal, Aloe Vera, Niacinamida, Ácido Hialurónico",191.96
2239,Clear Skin 69,Seca,"Aloe Vera, Glicerina",34.98
2240,Glow Serum 277,Todo tipo,"Peptidos, Ceramidas, Agua Termal",91.54
2241,Hydra Boost 104,Madura,"Peptidos, Manteca de Karité, Urea, Vitamina C",124.25
2242,OilControl 46,Mixta,"Avena Coloidal, Manteca de Karité",81.19
2243,Fresh Dew 108,Acneica,"Ácido Ferúlico, Aceite de Jojoba",199.04
2244,Daily Moist 243,Todo tipo,"Agua Termal, Ácido Hialurónico, Ácido Salicílico, Avena Coloidal",172.44
2245,CeraPlus 198,Madura,"Ácido Láctico, Manteca de Karité, Glicerina, Extracto de Té Verde",7.23
2246,CeraPlus 227,Mixta,"Ácido Hialurónico, Vitamina C, Peptidos",88.54
2247,Fresh Dew 156,Acneica,"Aloe Vera, Avena Coloidal",51.5
2248,RegenX 205,Seca,"Ácido Hialurónico, Agua Termal, Ácido Láctico, Ácido Salicílico",82.21
2249,Radiant Day 184,Sensible,"Glicerina, Agua Termal, Extracto de Té Verde, Ácido Salicílico",29.81
2250,NutriGlow 182,Sensible,"Retinol, Niacinamida, Aceite de Jojoba",21.82
2251,Fresh Dew 5,Sensible,"Ácido Láctico, Niacinamida",194.77
2252,AgeDefy 86,Seca,"Agua Termal, Manteca de Karité",81.41
2253,AcneFree 225,Seca,"Agua Termal, Avena Coloidal, Glicerina",42.84
2254,DermaFix 48,Seca,"Vitamina C, Ácido Hialurónico, Ácido Láctico",146.43
2255,AgeDefy 187,Mixta,"Ácido Ferúlico, Aceite de Jojoba, Urea, Aloe Vera",171.25
2256,CeraPlus 213,Normal,"Extracto de Té Verde, Agua Termal, Ácido Hialurónico",36.57
2257,Radiant Day 37,Madura,"Manteca de Karité, Ácido Salicílico",111.02
2258,Daily Moist 15,Madura,"Manteca de Karité, Retinol, Glicerina",83.41
2259,AcneFree 186,Seca,"Ácido Hialurónico, Ácido Ferúlico, Avena Coloidal, Extracto de Té Verde",170.61
2260,Fresh Dew 36,Mixta,"Urea, Vitamina C, Avena Coloidal",96.88
2261,Glow Serum 148,Sensible,"Agua Termal, Retinol",5.18
2262,Clear Skin 240,Normal,"Zinc, Retinol",147.36
2263,Fresh Dew 2,Todo tipo,"Ácido Láctico, Retinol, Niacinamida, Pantenol",11.71
2264,DermaFix 192,Todo tipo,"Manteca de Karité, Ácido Ferúlico, Aceite de Jojoba",195.52
2265,SunShield 138,Grasa,"Ceramidas, Urea, Aceite de Jojoba",110.52
2266,OilControl 133,Seca,"Peptidos, Aceite de Jojoba, Pantenol",21.77
2267,DermaFix 245,Madura,"Urea, Retinol",21.27
2268,OilControl 107,Normal,"Zinc, Vitamina C, Extracto de Té Verde",9.21
2269,Clear Skin 163,Sensible,"Pantenol, Manteca de Karité",115.83
2270,RegenX 287,Acneica,"Pantenol, Manteca de Karité, Ácido Ferúlico, Ácido Salicílico",149.56
2271,SkinPure 179,Madura,"Vitamina C, Ácido Hialurónico, Urea, Retinol",79.55
2272,Clear Skin 76,Mixta,"Vitamina C, Ceramidas, Ácido Hialurónico, Zinc",146.86
2273,OilControl 38,Acneica,"Manteca de Karité, Vitamina C, Ácido Ferúlico",87.37
2274,Aqua Balm 176,Seca,"Aloe Vera, Retinol, Niacinamida",108.66
2275,NutriGlow 42,Sensible,"Avena Coloidal, Urea",89.57
2276,OilControl 10,Madura,"Extracto de Té Verde, Ácido Ferúlico",63.9
2277,CeraPlus 299,Sensible,"Glicerina, Aceite de Jojoba, Ácido Láctico, Aloe Vera",160.75
2278,UltraSmooth 252,Mixta,"Agua Termal, Manteca de Karité, Ceramidas",190.86
2279,NutriGlow 115,Acneica,"Aceite de Jojoba, Avena Coloidal, Urea, Manteca de Karité",159.13
2280,AcneFree 170,Acneica,"Avena Coloidal, Ácido Ferúlico, Zinc, Manteca de Karité",102.65
2281,Fresh Dew 138,Madura,"Ácido Láctico, Manteca de Karité, Pantenol, Peptidos",27.01
2282,SkinPure 162,Seca,"Peptidos, Manteca de Karité",170.49
2283,Silky Touch 35,Todo tipo,"Niacinamida, Ácido Salicílico",102.11
2284,CeraPlus 139,Grasa,"Urea, Retinol",62.13
2285,Silky Touch 129,Grasa,"Aceite de Jojoba, Manteca de Karité, Urea, Extracto de Té Verde",70.64
2286,AcneFree 41,Mixta,"Ácido Hialurónico, Urea",24.21
2287,Hydra Boost 80,Todo tipo,"Ácido Láctico, Agua Termal, Pantenol, Ácido Ferúlico",190.85
2288,Radiant Day 119,Grasa,"Ceramidas, Ácido Salicílico, Ácido Hialurónico",23.29
2289,UltraSmooth 5,Todo tipo,"Manteca de Karité, Extracto de Té Verde",173.7
2290,Glow Serum 138,Sensible,"Niacinamida, Ácido Salicílico, Urea",112.65
2291,BrightFix 289,Seca,"Ácido Hialurónico, Urea, Zinc",122.13
2292,Clear Skin 265,Sensible,"Aceite de Jojoba, Zinc",29.0
2293,Silky Touch 7,Madura,"Zinc, Peptidos, Urea, Ceramidas",71.19
2294,Clear Skin 78,Todo tipo,"Ácido Ferúlico, Extracto de Té Verde",8.01
2295,Clear Skin 11,Sensible,"Ceramidas, Ácido Ferúlico, Extracto de Té Verde",17.94
2296,SunShield 246,Grasa,"Aceite de Jojoba, Peptidos, Urea",123.51
2297,Glow Serum 221,Acneica,"Niacinamida, Ácido Salicílico",65.1
2298,Daily Moist 134,Sensible,"Ácido Ferúlico, Agua Termal, Vitamina C, Peptidos",128.26
2299,Clear Skin 6,Todo tipo,"Manteca de Karité, Glicerina",81.8
2300,SunShield 115,Sensible,"Urea, Ácido Salicílico, Glicerina, Pantenol",117.4
2301,Daily Moist 88,Seca,"Agua Termal, Aloe Vera, Niacinamida",60.68
2302,UltraSmooth 180,Madura,"Ácido Hialurónico, Ácido Ferúlico",179.16
2303,CeraPlus 144,Acneica,"Niacinamida, Retinol",66.28
2304,OilControl 165,Sensible,"Ácido Hialurónico, Retinol, Ácido Láctico",17.93
2305,Fresh Dew 147,Madura,"Avena Coloidal, Ácido Hialurónico, Aceite de Jojoba, Ceramidas",174.82
2306,Radiant Day 286,Acneica,"Aceite de Jojoba, Ácido Ferúlico, Peptidos, Niacinamida",47.49
2307,Glow Serum 100,Sensible,"Aceite de Jojoba, Ácido Ferúlico",50.69
2308,NutriGlow 274,Grasa,"Glicerina, Ceramidas",166.28
2309,Aqua Balm 257,Normal,"Extracto de Té Verde, Glicerina, Urea",55.04
2310,SunShield 288,Acneica,"Peptidos, Zinc, Retinol, Extracto de Té Verde",39.27
2311,BrightFix 144,Mixta,"Agua Termal, Manteca de Karité",43.48
2312,Aqua Balm 236,Grasa,"Vitamina C, Glicerina",127.75
2313,NutriGlow 247,Todo tipo,"Ceramidas, Aloe Vera",150.82
2314,Radiant Day 8,Seca,"Urea, Agua Termal",49.01
2315,NutriGlow 28,Acneica,"Niacinamida, Ácido Láctico, Retinol",175.87
2316,Hydra Boost 188,Sensible,"Ceramidas, Peptidos, Agua Termal",151.87
2317,AgeDefy 191,Todo tipo,"Pantenol, Extracto de Té Verde, Ácido Salicílico",121.06
2318,NightCare 182,Sensible,"Zinc, Avena Coloidal, Ácido Ferúlico",35.89
2319,SunShield 110,Sensible,"Aceite de Jojoba, Ácido Ferúlico, Pantenol, Retinol",121.07
2320,NutriGlow 38,Acneica,"Ácido Hialurónico, Agua Termal, Vitamina C",172.74
2321,DermaFix 255,Acneica,"Aloe Vera, Retinol, Ácido Láctico, Aceite de Jojoba",57.67
2322,BrightFix 276,Sensible,"Aloe Vera, Agua Termal, Ácido Ferúlico",92.2
2323,SkinPure 210,Acneica,"Glicerina, Vitamina C",36.33
2324,Hydra Boost 281,Acneica,"Pantenol, Peptidos",89.75
2325,Glow Serum 243,Grasa,"Ácido Láctico, Aloe Vera, Aceite de Jojoba",96.47
2326,Aqua Balm 287,Mixta,"Vitamina C, Retinol, Ácido Salicílico, Ceramidas",36.06
2327,SkinPure 32,Grasa,"Agua Termal, Ceramidas, Peptidos, Ácido Salicílico",131.17
2328,NightCare 134,Mixta,"Pantenol, Manteca de Karité, Urea, Zinc",113.98
2329,Silky Touch 109,Mixta,"Ácido Hialurónico, Vitamina C, Retinol, Avena Coloidal",66.89
2330,OilControl 55,Sensible,"Peptidos, Ceramidas, Niacinamida, Urea",32.97
2331,CeraPlus 236,Madura,"Avena Coloidal, Ácido Láctico",41.98
2332,UltraSmooth 275,Seca,"Pantenol, Aloe Vera, Niacinamida",149.81
2333,RegenX 12,Madura,"Avena Coloidal, Ácido Hialurónico, Glicerina, Aloe Vera",9.6
2334,CeraPlus 82,Todo tipo,"Manteca de Karité, Extracto de Té Verde, Aceite de Jojoba",34.31
2335,Daily Moist 224,Todo tipo,"Zinc, Peptidos, Pantenol",58.07
2336,SunShield 180,Madura,"Ácido Hialurónico, Pantenol, Glicerina, Ceramidas",121.75
2337,CeraPlus 271,Seca,"Urea, Ácido Láctico",134.96
2338,UltraSmooth 242,Sensible,"Ácido Láctico, Agua Termal",147.37
2339,Silky Touch 176,Acneica,"Niacinamida, Peptidos, Aloe Vera, Zinc",162.58
2340,NutriGlow 5,Grasa,"Agua Termal, Niacinamida",68.06
2341,Fresh Dew 56,Grasa,"Peptidos, Vitamina C",160.31
2342,Radiant Day 173,Sensible,"Zinc, Avena Coloidal",195.93
2343,Hydra Boost 19,Seca,"Ácido Salicílico, Ácido Ferúlico, Niacinamida",62.28
2344,NightCare 180,Madura,"Manteca de Karité, Zinc, Agua Termal, Ácido Láctico",156.87
2345,BrightFix 104,Sensible,"Zinc, Extracto de Té Verde, Ácido Láctico",64.06
2346,NightCare 71,Madura,"Agua Termal, Ácido Hialurónico, Niacinamida",56.97
2347,NightCare 55,Madura,"Ácido Salicílico, Manteca de Karité, Urea",79.35
2348,NightCare 244,Grasa,"Ácido Ferúlico, Pantenol, Ceramidas, Ácido Salicílico",91.64
2349,Aqua Balm 175,Seca,"Peptidos, Retinol",193.38
2350,DermaFix 31,Grasa,"Aceite de Jojoba, Glicerina",172.15
2351,Glow Serum 64,Sensible,"Ácido Salicílico, Aloe Vera",54.61
2352,Daily Moist 29,Grasa,"Ácido Salicílico, Vitamina C, Zinc",60.6
2353,CeraPlus 225,Madura,"Ácido Ferúlico, Extracto de Té Verde",166.08
2354,Glow Serum 11,Seca,"Avena Coloidal, Extracto de Té Verde",74.3
2355,Clear Skin 77,Mixta,"Niacinamida, Ácido Salicílico, Manteca de Karité",52.97
2356,Daily Moist 238,Normal,"Ácido Láctico, Pantenol, Aloe Vera",158.51
2357,Radiant Day 62,Acneica,"Urea, Aceite de Jojoba, Ácido Láctico, Vitamina C",186.36
2358,AcneFree 115,Grasa,"Zinc, Peptidos, Ácido Ferúlico",72.2
2359,DermaFix 66,Todo tipo,"Niacinamida, Ácido Hialurónico, Ácido Láctico",175.15
2360,Aqua Balm 181,Acneica,"Extracto de Té Verde, Ácido Hialurónico, Niacinamida, Pantenol",189.15
2361,UltraSmooth 145,Acneica,"Zinc, Aloe Vera, Vitamina C, Peptidos",179.44
2362,SunShield 101,Normal,"Aceite de Jojoba, Peptidos",149.99
2363,Clear Skin 258,Grasa,"Ácido Salicílico, Extracto de Té Verde",135.24
2364,Daily Moist 195,Seca,"Urea, Ceramidas, Ácido Ferúlico",23.67
2365,Radiant Day 269,Grasa,"Ácido Hialurónico, Ácido Salicílico, Pantenol",137.24
2366,SunShield 160,Madura,"Aceite de Jojoba, Glicerina, Agua Termal, Niacinamida",194.84
2367,SunShield 210,Normal,"Avena Coloidal, Agua Termal, Ácido Salicílico, Niacinamida",70.34
